No,food,makanan,kalori,lemak,karbohidrat,gula,protein,serat,kolesterol,natrium,air,vitamin_A,vitamin_B1,vitamin_B11,vitamin_B12,vitamin_B2,vitamin_B3,vitamin_B5,vitamin_B6,vitamin_C,vitamin_D,vitamin_E,vitamin_K,kalsium,zat_besi,magnesium,fosfor,kalium,zinc,kepadatan_nutrisi
1734,soybean margarine,margarin kedelai,34,3.8,43,0,52,0,0,5,0.7,67,0.06,13,49,51,33,12,54,77,0,0.1,0,1.4,0,0.1,1.1,2,0,5.309
1735,chocolate soymilk nonfat,susu kedelai coklat rendah lemak,107,46,20.7,8.9,6,0.5,0,0.1,214.8,0.1,1,0.03,5,0.4,1.2,0,37,0,62,0.3,21,281.9,0.9,24.3,211.4,255.2,0.2,310.107
1736,okara,okra,93,2.1,15.3,0,3.9,0,0,0.07,99.6,0,0,35,17,0,63,0.1,0.1,0.1,0,0,0,0,0.2,1.6,0.5,73.2,48,21.6
1737,meatless meatballs,bakso tanpa daging,284,13,11.5,1.8,30.2,6.6,0,0.8,83.5,0,1.4,0.1,73,0.3,3.6,0.7,0.3,0,0,2.5,0,36,3.1,25.9,495.4,259.2,2.6,100.4
1738,vanilla soymilk,susu kedelai vanila,131,4.3,15.3,9.7,7.9,1.5,0,0.1,214,0,0.1,32,0,0.2,1.2,0.9,0.2,0,0,0.3,42,60.8,1.6,60.8,126.4,286.7,0.3,91.4
1739,soy meal raw,makanan kedelai mentah,414,2.9,49,0,54.8,0,0,17,8.5,0,0.8,0.4,0,0.3,3.2,2.4,0.7,0,0,0,0,297.7,16.7,373.3,855.2,3037.8,6.2,421.1
1740,soymilk low fat,susu kedelai rendah lemak,104,1.5,17.5,8.5,4,1.9,0,0.04,218.4,0,0,0,0,0,0,0,0,0,32,0,0,199.3,1.1,0,150.7,155.5,0,225.3
1741,sprouted soybean raw,kedelai kecambah mentah,85,4.7,6.7,0,9.2,0.8,0,5,48.3,0,0,0.2,0.1,0,45,0.8,0.7,0.1,10.7,0,0,0,0.3,1.5,0.5,114.8,45,21.8
1742,soybean raw,kedelai mentah,830,37.1,56.1,13.6,67.9,17.3,0,23,15.9,0,1.6,0.7,0,1.6,3,1.5,0.7,11.2,0,1.6,99,515.2,29.2,520.8,1309.4,3342.4,9.1,734
1743,tempeh cooked,tempe matang,55,3.2,2.6,0,5.1,0,0,84,16.9,0,21,22,0.07,0.1,0.6,0.1,79,0,0,0,0,27.2,0.6,21.8,71.6,113.5,0.4,38.7
1744,vanilla soymilk light,susu kedelai vanila ringan,83,2.1,9.4,1,6.4,1.5,0,0.2,223.6,0,0,62,0.09,0.4,0,0,0,0,25,0,0,298.9,1.1,31.6,250.3,284.3,0.2,319.4
1745,chocolate soymilk,susu kedelai coklat,153,3.7,24.2,19.1,5.5,1,0,0.1,208,0,0.2,98,79,56,0.6,1.2,0.2,0.2,4.1,26,0.3,74,0.5,1.2,0,123.9,23,35.156
1746,soy oil,minyak kedelai,120,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,76,0,0,0,0,0,0,13.6
1747,natto,natto,169,8.8,11.5,3.9,14.2,4.3,0,26,44,0,0,0.1,89,0,0.2,0,0.2,0.1,10.4,0,9,85,0.5,6.9,1.2,139.2,33,39.429
1748,chrysanthemum raw,krisan mentah,12,0.3,1.5,0,1.7,1.5,0,12,46.6,0,0,0.07,84,0,97,0.3,0.1,61,0.7,0,0,0.2,44,1.2,0.5,27.5,0,5.285
1749,gourd cooked,labu masak,100,0.6,25.5,9.2,1.2,5.2,0,65,150,0,0,92,36,0,36,0.5,0.9,0.2,10.1,0,0.4,0.03,0.2,0.6,0.4,55.2,21,32.903
1750,cauliflower raw,kembang kol mentah,3,81,0.6,0.2,0.2,0.3,0,42,12,0,0,85,12,0,82,14,87,19,6.3,0,55,33,0.01,77,3,5.7,0.05,1.337
1751,red cabbage raw,kubis merah mentah,53,0.3,12.5,6.5,2.4,3.6,0,79,153.7,0,0.1,88,0,0.1,0.7,0.2,0.4,96.9,0,0.2,82,76.5,1.4,27.2,51,413.1,0.4,193.6
1752,broccoli raab raw,brokoli raab mentah,9,0.2,1.1,0.2,1.3,1.1,0,0.04,37,0,0,0.06,39,0,56,0.5,0.1,64,8.1,0,0.6,74,22,0.9,0.2,29.2,72,3.861
1753,napa cabbage cooked,kubis napa dimasak,13,0.2,2.4,0,1.2,0,0,12,105,0,51,94,0,96,0.5,0.07,52,3.5,0,0,0,31.6,0.8,8.7,20.7,94.8,0.2,39.7
1754,kelp,kelp,2,67,0.5,69,0.07,18,0,19,4.1,0,31,6,0,5,27,61,0.07,0.2,0,0.04,15,8.4,0.1,6.1,2.1,4.5,38,9.303
1755,shallots raw,bawang merah mentah,18,61,4.2,2,0.6,0.8,0,44,20,0,0,0.04,83,0,0.07,89,3,16,2,0,25,7,4,0.3,46,15,91,5.833
1756,bamboo shoots raw,rebung mentah,49,0.5,9.4,5.4,4.7,4,0,67,163.8,0,0,0.3,87,0,0.1,1.1,0.3,0.4,7.2,0,1.8,0,0.3,0.9,0.5,106.2,1,19.3
1757,jute cooked,goni dimasak,32,0.2,6.3,0.9,3.2,1.7,0,43,75.8,0,21,76,0,0.2,0.8,0.02,0.5,28.7,0,83,59,183.6,2.7,53.9,62.6,478.5,0.7,226.4
1758,red lettuce,selada merah,4,0.08,0.6,0.1,0.4,0.3,0,57,26.8,0,0,41,7,0,61,97,0.1,26,1,0,67,21,93,0.3,95,7.8,44,1.595
1759,broccoli cooked,brokoli dimasak,98,1.1,20.1,3.9,6.7,9.2,0,0.1,249.9,0,0,0.2,0.3,0,0.3,1.5,1.7,0.6,181.7,0,4.1,0.4,0.2,1.9,0.5,187.6,8,38.3
1760,romanesco raw,romanesco mentah,20,0.2,3.9,1.9,1.9,2,0,25,57.5,0,25,91,0,94,0.5,0.4,0.1,56.4,0,95,85,21.1,0.5,12.8,39.7,192,0.4,86
1761,eggplant raw,terong mentah,115,0.8,26.9,16.2,4.5,13.7,0,28,422.7,0,0.2,0.1,0,0.2,3,1.3,0.4,10.1,0,1.4,52,41.2,1.1,64.1,109.9,1048.8,0.7,98.3
1762,leeks raw,daun bawang mentah,54,0.3,12.6,3.5,1.3,1.6,0,3,73.9,0,0,56,87,0,38,0.4,0.1,0.2,10.7,0,0.8,11,0.1,1.9,0.4,31.2,0.03,16.132
1763,lemongrass citronella,serai serai wangi,5,76,1.2,0,38,0,0,24,3.4,0,0.05,11,0,97,18,82,34,0.1,0,0,0,3.1,0.4,2.9,4.8,34.7,0.1,4.937
1764,pumpkin cooked,labu masak,49,0.2,12,5.1,1.8,2.7,0,6,229.5,0,0,4,57,0,0.2,1,0.5,0.1,11.5,0,2,98,0.2,1.4,0.2,73.5,54,17.005
1765,celery cooked,seledri dimasak,7,98,1.5,0.9,0.3,0.6,0,93,35.3,0,81,21,0,71,0.1,49,22,2.3,0,0.1,61,15.8,0.2,4.5,9.4,106.5,98,20.767
1766,serrano pepper,cabai serrano,2,75,0.4,0.2,0.1,0.2,0,67,5.5,0,0,0.09,15,0,9,59,95,99,2.7,0,88,21,63,83,58,2.4,47,902
1767,nopales raw,nopales mentah,14,63,2.9,1,1.1,1.9,0,76,80.9,0,24,59,0,0.07,0.4,0.1,79,8,0,0,39,141,0.5,44.7,13.8,221,0.2,155.484
1768,sweet potato leaves cooked,daun ubi jalar yang sudah dimasak,22,0.2,4.7,3.5,1.4,1.2,0,0.2,57.1,0,57,16,0,0.2,0.6,0.1,0.1,1,0,0.6,12,21.1,0.4,30.7,25.6,199.7,0.2,30
1769,eggplant cooked,terong masak,33,0.2,8.1,3.2,0.8,2.5,0,0.2,88.8,0,66,86,0,28,0.6,8,81,1.3,0,0.4,21,5.9,0.2,10.9,14.9,121.8,0.1,19
1770,asparagus cooked,asparagus yang sudah dimasak,3,74,0.6,0.2,0.4,0.3,0,0,13.9,0,0,65,36,0,25,0.2,36,22,1.2,0,0.2,99,31,0.1,63,8.1,49,1.458
1771,rutabaga cooked,lobak swedia dimasak,72,0.4,16.4,9.5,2.2,4.3,0,49,219.7,0,0.2,69,0,91,1.7,0.4,0.2,45.1,0,0.6,0.03,43.2,0.4,24,98.4,518.4,0.3,112
1772,parsnips raw,lobak mentah,128,0.5,30.6,8.2,2,8.3,0,68,135.2,0,0,0.2,0.1,0,36,1.2,1,0.2,28.9,0,2.5,55,0.2,1,1,120.7,94,41.83
1773,sour pickles,acar asam,17,0.3,3.5,1.6,0.5,1.9,0,1.9,145.8,0,0,13,0,6,0,69,96,1.6,0,0.1,38,0,0.6,6.2,21.7,35.7,79,8.4
1774,turnip greens cooked,lobak hijau dimasak,29,0.3,6.3,0.8,1.6,5,0,0.4,134.2,0,77,0.2,0,0.1,0.6,0.4,0.3,39.5,0,2.7,0.5,197.3,1.2,31.7,41.8,292.3,0.2,251.2
1775,jerusalem artichokes,artichoke Yerusalem,110,47,26.2,14.4,3,2.4,0,11,117,0,0.3,52,0,49,2,0.6,0.1,6,0,0.3,14,21,5.1,25.5,117,643.5,0.2,63.742
1776,collard raw,sawi mentah,12,0.2,2,0.2,1.1,1.4,0,14,32.3,0,0,7,33,0,68,0.3,0.06,3,12.7,0,0.8,0.2,4,0.2,0.2,9,41,5.001
1777,chrysanthemum cooked,krisan yang dimasak,20,36,4.3,2,1.6,2.3,0,42,92.5,0,0,86,92,0,0.2,0.7,61,0.1,23.9,0,2.5,0.1,0.1,3.7,0.4,43,1,8.597
1778,oriental radish dried,lobak oriental kering,314,0.8,73.5,43.3,9.2,27.7,0,0.3,22.8,0,0.3,0.3,0,0.8,3.9,2.2,0.7,0,0,8,31,729.6,7.8,197.2,236.6,4053,2.5,848.6
1779,tomatillos,tomat kecil,42,1.3,7.7,5.2,1.3,2.5,0,19,121,0,88,93,0,99,2.4,0.2,74,15.4,0,0.5,33,9.2,0.8,26.4,51.5,353.8,0.3,38.2
1780,taro shoots raw,kecambah talas mentah,9,69,2,0,0.8,0,0,56,82.4,0,24,0.04,0,14,0.7,74,35,18.1,0,0,0,10.3,0.5,6.9,24.1,285.5,0.4,31.723
1781,acorn squash raw,labu acorn mentah,172,0.4,44.9,0,3.4,6.5,0,17,378.3,0,0.6,0.06,0,71,3,1.7,0.7,47.4,0,0,0,142.2,3,137.9,155.2,1495.6,0.6,247.8
1782,leeks dried,daun bawang kering,10,26,2.4,0,0.5,0.3,0,77,18,0,56,89,0,8,0.1,76,23,3.8,0,0,0,11.5,0.2,5.2,11.1,76.8,96,18.709
1783,cabbage raw,kubis mentah,70,0.3,16.2,9,3.6,7,0,6,258.1,0,0,0.2,0.1,0,0.1,0.7,0.6,0.3,102.5,0,0.4,0.2,83,1.3,0.4,72.8,57,27.635
1784,sweet red peppers cooked,paprika merah manis dimasak,19,0.1,4.5,3.2,0.7,0.9,0,0.2,67.1,0,41,55,0,49,0.3,66,0.2,124.8,0,1.2,16,6.6,0.3,7.3,13.1,121.2,55,137.9
1785,sweet red peppers raw,paprika merah manis mentah,46,0.4,9,6.3,1.5,3.1,0,92,137.4,0,94,89,0,0.1,1.5,0.5,0.4,190.3,0,2.4,95,10.4,0.6,17.9,38.7,314.4,0.4,215.3
1786,cucumber peeled,mentimun kupas,16,0.2,2.9,1.8,0.8,0.9,0,98,128.7,0,0,49,66,0,95,48,0.3,82,4.3,0,6,52,18,0.3,58,27.9,27,4.903
1787,purslane raw,krokot mentah,9,0.2,1.5,0,0.9,0,0,66,39.9,0,97,59,0,15,0.2,94,3,9,0,0,0,28,0.9,29.2,18.9,212.4,63,40.5
1788,peas onions cooked,kacang polong bawang bombay dimasak,81,0.4,15.5,6.8,4.6,4,0,0.5,158.7,0,0.3,78,0,0.1,1.9,0.2,0.2,12.4,0,19,53,25.2,1.7,23.4,61.2,210.6,0.5,63.8
1789,tomato cooked,tomat matang,22,0.1,4.9,3.1,1.2,0.9,0,29,116,0,0,54,52,0,74,0.7,0.2,96,28,0,0.7,54,52,0.8,0.1,34.4,0,7.36
1790,taro shoots cooked,kecambah talas yang sudah dimasak,20,0.1,4.5,0,1,0,0,0.3,133.4,0,24,14,0,35,1.1,0.1,0.2,26.5,0,0,0,19.6,0.6,11.2,36.4,481.6,0.8,52.3
1791,scots kale raw,kangkung Skotlandia mentah,28,0.4,5.6,0,1.9,1.1,0,59,58.3,0,0.05,0.08,0,0.09,0.9,57,0.2,87.1,0,0,0,137.4,2,59,41.5,301.5,0.2,235.5
1792,artichoke raw,artichoke mentah,60,0.2,13.5,1.3,4.2,6.9,0,0.1,108.7,0,0,97,58,0,0.03,1.3,0.4,0.1,15,0,0.2,45,0.3,1.6,0.3,115.2,56,25.274
1793,navy bean sprouts raw,tauge kacang navy mentah,70,0.7,13.6,0,6.4,0,0,63,82.3,0,0.4,0.1,0,0.2,1.3,0.9,0.2,19.6,0,0,0,15.6,2,105,104,319.3,0.9,57.9
1794,sweet pickles,acar manis,146,0.7,33.8,29.2,0.9,1.6,0,0.7,121.9,0,79,77,0,6,0.2,37,5,1.1,0,0.6,18,97.6,0.4,11.2,28.8,160,0.2,136.1
1795,oriental radish cooked,lobak oriental dimasak,25,0.4,5,2.7,1,2.4,0,0.4,139.7,0,0,59,0,89,0.2,0.2,21,22.2,0,0,16,25,0.2,13.2,35.3,419,0.2,56.2
1796,sweet potato leaves raw,daun ubi jalar mentah,15,0.2,3.1,0,0.9,1.9,0,73,30.4,0,31,0,0,0.1,0.4,0.07,42,3.9,0,0,0.1,27.3,0.3,24.5,28.4,177.8,0,37.6
1797,irishmoss,lumut Irlandia,2,49,0.6,98,37,82,0,84,4.1,0,4,0.02,0,27,9,36,61,0.2,0,0.04,12,3.6,0.4,7.2,7.9,3.2,52,4.975
1798,drumstick leaves cooked,daun kelor yang sudah dimasak,25,0.4,4.7,0.4,2.2,0.8,0,0.1,34.3,0,41,91,0,0.2,0.8,7,0.4,13,0,84,85,63.4,1,63.4,28.1,144.5,0.2,85.5
1799,winter squash raw,labu musim dingin mentah,39,0.2,10,2.6,1.1,1.7,0,27,104.1,0,54,0.08,0,1,0.6,0.2,0.2,14.3,0,0.1,21,32.5,0.7,16.2,26.7,406,0.2,60.5
1800,pumpkin raw,labu mentah,30,0.1,7.5,3.2,1.2,0.6,0,62,106.3,0,9,36,0,0.1,0.7,0.3,71,10.4,0,1.2,12,24.4,0.9,13.9,51,394.4,0.4,45.1
1801,chicory greens,daun sawi hijau,7,96,1.4,0.2,0.5,1.2,0,17,26.7,0,0,33,21,0,8,0.1,0.3,62,7,0,0.7,79,81,0.3,0.1,13.6,15,3.279
1802,spinach cooked,bayam dimasak,41,0.5,6.8,0.8,5.3,4.3,0,0.1,164.2,0,0,0.2,0.3,0,0.4,0.9,0.3,0.4,17.6,0,3.7,0.9,0.3,6.4,1.7,100.8,29,18.5
1803,radish pickled,lobak acar,42,0.5,7.8,3,1.7,3.3,0,1.2,137.3,0,54,1,0,21,0.5,0.3,0.2,0,0,0,8,42,0.3,12,46.5,499.5,0.3,55.6
1804,sweet onion,bawang manis,106,0.3,25,16.6,2.6,3,0,63,302,0,0,0.1,47,0,62,0.4,0.3,0.4,15.9,0,38,33,0.2,0.9,0.3,89.4,67,31.6
1805,salsify cooked,salsify dimasak,92,0.2,20.7,3.9,3.7,4.2,0,28,109.4,0,42,31,0,0.2,0.5,0.4,0.3,6.2,0,0.3,99,63.5,0.7,24.3,75.6,382.1,0.4,99.2
1806,radish seeds sprouted,biji lobak tumbuh,16,1,1.4,0,1.4,0,0,67,34.2,0,6,77,0,54,1.1,0.3,0.1,11,0,0,0,19.4,0.3,16.7,42.9,32.7,0.2,34.5
1807,turnips raw,lobak mentah,51,0.2,11.8,7,1.6,3.3,0,0.1,168.1,0,0,54,83,0,47,0.7,0.4,0.2,38.4,0,88,57,0.2,0.5,0.2,49.4,55,17.384
1808,burdock root raw,akar burdock mentah,85,0.2,20.5,3.4,1.8,3.9,0,8,94.5,0,21,88,0,57,0.4,0.4,0.3,3.5,0,0.4,61,48.4,0.9,44.8,60.2,363.4,0.4,79.2
1809,red cabbage cooked,kubis merah dimasak,49,0.2,11.8,5.6,2.6,4.4,0,47,154.4,0,0,0.1,98,0,0.1,0.6,0.3,0.4,18.4,0,0.2,49,32,1.1,0.4,56.1,68,19.534
1810,jute raw,rami mentah,10,46,1.6,0,1.3,0,0,42,24.6,0,0,43,0.02,0,0.2,0.4,11,0.2,10.4,0,0,0,49,1.3,9,23.2,9,3.197
1811,hot chile pepper dried,cabai rawit kering,2,54,0.3,0.2,54,0.1,0,41,87,0,71,48,0,28,85,91,23,0.2,0,79,46,0.2,62,0.4,0.8,9.4,59,01.07
1812,salsify raw,salsifikasi mentah,109,0.3,24.7,0,4.4,4.4,0,93,102.4,0,0,0.1,66,0,0.3,0.7,0.5,0.4,10.6,0,0,0,0.1,0.9,0.4,99.8,0.06,34.3
1813,crookneck squash raw,labu leher bengkok mentah,24,0.3,4.9,4.5,1.3,1.3,0,47,119.7,0,85,76,0,79,0.6,0.2,0.1,24.5,0,0.2,97,26.7,0.6,25.4,40.6,281.9,0.4,59.6
1814,indian squash cooked,labu india yang dimasak,38,0.4,7.6,4.7,0.7,3.5,0,0,226.1,0,64,98,0,16,0.2,0.1,25,0,0,0,0,0,0,0,0,0,0,12.2
1815,poi,aku suka,269,0.3,65.4,0.9,0.9,1,0,91,171.9,0,0,0.3,0.08,0,31,2.6,0.7,0.7,9.6,0,5.5,22,0.4,2.1,0.9,93.6,98,68.761
1816,sesbania flower cooked,bunga turi yang sudah dimasak,22,7,5.3,0,1.2,0,0,0.3,97,0,28,5,0,12,0.3,0,0,38.5,0,0,0,22.9,0.6,12.5,21.8,111.3,0,68.544
1817,acorn squash cooked,labu acorn yang dimasak,115,0.3,29.9,0,2.3,9,0,0.5,169.9,0,0.3,31,0,8,1.8,1,0.4,22.1,0,0,0,90.2,1.9,88.2,92.3,895.9,0.3,155.7
1818,cauliflower cooked,kembang kol dimasak,29,0.6,5.1,2.6,2.3,2.9,0,94,115.3,0,0,8,62,0,56,0.5,0.6,0.2,54.9,0,4,68,41,0.4,0.2,39.7,59,11.26
1819,crookneck squash cooked,labu leher bengkok dimasak,34,0.7,6.8,4.5,1.9,2,0,0.4,169.7,0,72,14,0,49,0.9,0.6,0.1,20.9,0,0.2,2,39.6,0.7,28.8,52.2,318.6,0.4,72.6
1820,laver seaweed,rumput laut laver,1,12,0.1,71,0.2,0.09,0,75,2.2,0,5,89,0,96,57,68,13,1,0,62,52,1.8,87,49,1.5,9.3,0.09,3.176
1821,mountain yam cooked,ubi gunung dimasak,119,0.1,29,0,2.5,0,0,0.4,111.9,0,0.1,89,0,81,0.2,0.7,0.3,0,0,0,0,11.6,0.6,14.5,58,717.8,0.5,43.8
1822,pumpkin flowers raw,bunga labu mentah,5,84,1.1,0,0.3,0,0,66,31.4,0,0,26,0,79,0.2,0,0,9.2,0,0,0,12.9,0.2,7.9,16.2,57.1,0,23.71
1823,mustard greens raw,sawi hijau mentah,15,0.2,2.6,0.7,1.6,1.8,0,4,50.8,0,88,26,0,97,0.4,0.1,0.1,39.2,0,1.1,0.1,64.4,0.9,17.9,32.5,215,0.1,110.7
1824,arrowhead,mata panah,12,84,2.4,0,0.6,0,0,82,8.7,0,29,0.06,0,84,0.2,0.09,12,0.1,0,0,0,1.2,0.3,6.1,20.9,110.6,94,4.68
1825,japanese cabbage,kubis jepang,45,0.2,8.5,2,2.4,4.7,0,0.4,137.1,0,0,94,0,29,0.3,0.3,0.2,1.1,0,0.2,0.2,72,0.7,18,64.5,1279.5,0.3,89.6
1826,mung bean sprouts cooked,tauge kacang hijau yang sudah dimasak,24,0.1,4.5,3.5,2.5,1,0,0.3,115.8,0,0.02,92,0,0.1,1,0.3,32,14.1,0,61,39,14.9,0.8,17.4,34.7,125.2,0.6,37.9
1827,scallop squash cooked,kerang squash dimasak,29,0.3,5.9,2.7,1.9,3.4,0,0.4,171,0,85,37,0,36,0.8,0.1,0.2,19.4,0,0.2,35,27,0.6,34.2,50.4,252,0.4,58.5
1828,pumpkin leaves cooked,daun labu yang sudah dimasak,15,0.2,2.4,0.5,1.9,1.9,0,0.2,65.7,0,96,27,0,53,0.6,78,0.1,0.7,0,0.7,49,30.5,2.3,27,56.1,311,0.1,39.9
1829,hungarian pepper,Lada Hungaria,8,0.1,1.8,1,0.2,0.3,0,28,24.7,0,21,53,0,8,0.3,64,0.1,25.1,0,0.1,64,3.2,0.1,4.3,7.8,54.5,47,30.8
1830,sweet potato baked,ubi jalar panggang,103,0.2,23.6,7.4,2.3,3.8,0,0.07,86.4,0,0.1,43,0,0.1,1.7,1,0.3,22.3,0,0.8,0.04,43.3,0.8,30.8,61.6,541.5,0.4,96.3
1831,chinese cabbage pe tsai raw,kubis cina pe tsai mentah,12,0.2,2.5,1.1,0.9,0.9,0,49,71.7,0,68,0.05,0,28,0.3,55,0.2,20.5,0,3,88,58.5,0.2,9.9,22,180.9,0.2,83.7
1832,taro raw,talas mentah,116,0.2,27.5,0.4,1.6,4.3,0,54,73.5,0,28,24,0,59,0.6,0.3,0.3,4.7,0,2.5,1,44.7,0.6,34.3,87.4,614.6,0.2,83.6
1833,yam bean jicama,"ubi jalar, singkong",49,0.1,11.5,2.3,0.9,6.4,0,47,117.1,0,75,61,0,17,0.3,0.2,0.02,26.3,0,0.6,19,15.6,0.8,15.6,23.4,195,0.2,61.6
1834,olives,buah zaitun,10,0.9,0.5,0,0.09,0.1,0,1,6.7,0,0.06,0,0,0,22,56,86,0.03,0,0.1,42,7.4,0.5,0.3,0.3,0.7,85,9.479
1835,mustard greens cooked,sawi hijau yang sudah dimasak,36,0.7,6.3,2,3.6,2.8,0,0.4,128.5,0,8,7,0,42,0.6,0.2,0.1,35.4,0,2.5,0.8,165.2,1.2,18.2,58.8,226.8,0.2,215.2
1836,pumpkin flowers cooked,bunga labu yang sudah dimasak,20,0.1,4.4,3.2,1.5,1.2,0,82,127.6,0,19,49,0,41,0.4,0,94,6.7,0,61,0,49.6,1.2,33.5,45.6,142,0.1,64.7
1837,tree fern cooked,pakis pohon dimasak,57,96,15.3,0,0.4,5.3,0,0.3,125.8,0,0,31,0,0.4,5,83,0.3,42.6,0,0,0,11.4,0.2,7.1,5.7,7.1,0.4,75.253
1838,yellow corn raw,jagung kuning mentah,606,7.9,123.3,1.1,15.6,12.1,0,0.06,17.2,0,0.6,57,0,0.3,6,0.7,1,0,0,0.8,16,11.6,4.5,210.8,348.6,476.4,3.7,175
1839,endive,andewi,9,0.1,1.7,0.1,0.6,1.6,0,0.08,46.9,0,92,65,0,17,0.2,0.5,95,3.3,0,0.2,0.1,26,0.4,7.5,14,157,0.4,33.7
1840,wakame,bangun,36,0.5,7.3,0.5,2.4,0.4,0,0.7,64,0,87,0.2,0,0.2,1.3,0.6,0.07,2.4,0,0.8,39,120,1.7,85.6,64,40,0.3,134.7
1841,tahitian taro raw,talas tahitian mentah,55,1.2,8.6,0,3.5,0,0,3,110,0,79,29,0,0.3,1.2,0.2,0.1,120,0,0,0,161.3,1.6,58.8,56.3,757.5,0.1,296.2
1842,broccoli raw,brokoli mentah,31,0.3,6,1.5,2.6,2.4,0,49,81.3,0,0,88,85,0,0.1,0.6,0.5,0.2,81.2,0,0.7,92,16,0.7,0.2,60.1,36,11.548
1843,sweet green peppers raw,paprika hijau manis mentah,30,0.3,6.9,3.6,1.3,2.5,0,23,139.9,0,13,11,0,68,0.7,0.1,0.3,119.8,0,0.6,83,14.9,0.5,14.9,29.8,260.8,0.2,146.2
1844,chinese cabbage pak choi cooked,kubis cina pak choi dimasak,20,0.3,3,1.4,2.7,1.7,0,0.5,162.4,0,68,12,0,0.1,0.7,0.1,0.3,44.2,0,0.2,49,158.1,1.8,18.7,49.3,630.7,0.3,211.8
1845,agar,agar,1,58,0.3,5,53,27,0,49,4.6,0,0,27,0.08,0,97,6,91,66,0,0,3,75,2,46,27,0.3,0.1,587
1846,watercress,selada air,4,6,0.4,99,0.8,0.2,0,38,32.3,0,0,28,85,0,34,3,0.1,85,14.6,0,0.3,69,63,56,48,20.4,95,1.59
1847,beet greens cooked,daun bit dimasak,39,0.3,7.9,0.9,3.7,4.2,0,0.3,128.3,0,0.2,9,0,0.4,0.7,0.5,0.2,35.9,0,2.6,0.7,164.2,2.7,97.9,59,1309,0.7,218.9
1848,winter squash cooked,labu musim dingin yang dimasak,76,0.7,18.1,6.8,1.8,5.7,0,68,182.9,0,17,9,0,0.1,1,0.5,0.3,3.7,0,0.2,36,45.1,0.9,26.7,39,494.1,0.5,76
1849,new zealand spinach raw,bayam selandia baru mentah,8,0.1,1.4,0.2,0.8,0.8,0,17,52.6,0,51,63,0,3,0.3,0.2,0.2,16.8,0,0.8,0.2,32.5,0.4,21.8,15.7,72.8,0.2,52.8
1850,okra,buah okra,4,82,0.9,0.2,0.2,0.4,0,98,10.7,0,41,67,0,24,0.1,18,44,2.7,0,1,85,9.8,82,6.8,7.3,35.6,0.04,14.081
1851,yautia tannier,yautia penyamak kulit,132,0.5,31.9,0,2,2,0,31,98.6,0,0.1,15,0,71,0.9,0.3,0.3,7,0,0,0,12.2,1.3,32.4,68.9,807.3,0.7,56.9
1852,mustard spinach cooked,bayam sawi dimasak,29,0.4,5,0,3.1,3.6,0,0.5,170.1,0,81,0.1,0,0.1,0.8,0.2,0.2,117,0,0,0,284.4,1.4,12.6,32.4,513,0.2,414.9
1853,rhubarb cooked,rhubarb dimasak,278,0.1,74.9,68.9,0.9,4.8,0,7,162.7,0,0,71,66,0,0.06,0.5,0.1,41,7.9,0,0.5,81,24,0.5,0.2,19.2,57,80.893
1854,beets raw,bit mentah,58,0.2,13,9.2,2.2,3.8,0,0.1,119.1,0,0,96,0.1,0,77,0.5,0.2,26,6.7,0,64,79,0.1,1.1,0.4,54.4,96,19.395
1855,drumstick pods raw,polong paha ayam mentah,37,0.2,8.5,0,2.1,3.2,0,77,88.2,0,22,83,0,95,0.6,0.8,0.1,141,0,0,0,30,0.4,45,50,461,0.5,185.4
1856,baby zucchini,zucchini bayi,2,89,0.3,0,0.3,0.1,0,41,10.2,0,0.06,35,0,92,63,52,9,3.8,0,0,0,2.3,98,3.6,10.2,50.5,84,6.89
1857,onion raw,bawang mentah,16,48,3.7,1.7,0.4,0.7,0,65,35.6,0,0,47,54,0,43,74,63,98,3,0,29,0.08,11,14,72,11.6,92,4.955
1858,romanesco cooked,romanesco dimasak,39,0.4,7.7,0,3.7,4,0,0.3,109.2,0,39,85,0,0.1,0.8,0.8,0.3,88.6,0,0,0,39,0.9,23.2,69.5,339.2,0.8,144.3
1859,butternut squash raw,labu butternut mentah,90,0.2,23.4,4.4,2,4,0,67,172.8,0,0,0.2,16,0,48,2.4,0.8,0.3,42,0,2.9,75,0.1,1.4,0.4,66,24,30.078
1860,amaranth leaves,daun bayam,6,75,1.1,0,0.7,0,0,71,25.7,0,46,29,0,42,0.2,39,9,12.1,0,0,0.3,60.2,0.6,15.4,14,171.1,0.3,74.73
1861,turnip greens raw,lobak hijau mentah,18,0.2,3.9,0.4,0.8,1.8,0,12,49.3,0,15,0.1,0,15,0.3,0.2,0.1,33,0,1.6,0.1,104.5,0.6,17.1,23.1,162.8,0.1,144.8
1862,spaghetti squash raw,spaghetti squash mentah,31,0.6,7,2.8,0.6,1.5,0,81,92.5,0,0.06,22,0,61,1,0.4,0.1,2.1,0,0.1,76,23.2,0.3,12.1,12.1,109.1,0.2,35.3
1863,seaweed dry,rumput laut kering,52,0.3,9.2,0,3.1,7.3,6.6,0.9,2.8,0,14,0.01,43,0.3,0.8,0,3,5.8,11,1.1,0,59.8,13.3,138.4,52,588.8,0.5,98.8
